Age,Salary,Company_CTS,Company_Infosys,Company_TCS,City_Bhopal,City_Calcutta,City_Chennai,City_Cochin,City_Delhi,City_Hyderabad,City_Mumbai,City_Nagpur,City_Noida,City_Podicherry,City_Pune,Country_India,Gender
0.1182853947303518,0.07735025593829607,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.1182853947303518,-0.8013869120385417,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7149003242913364,-0.9724499780559271,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1182853947303518,-1.7905413157821026,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
-1.1942674503038144,-1.018875406730572,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.0010375911818451317,0.95525092970478,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1182853947303518,-0.8934012751774777,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.4308382397645178,-0.9912710977888913,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.9556214784794205,-0.1547768874349286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.47625435246694253,1.2442596793820742,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1.072869282027927,-0.9912710977888913,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2.6240680988864873,-0.9143136304363267,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.4308382397645178,1.8845959974080326,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
-1.0749444643916175,-0.1547768874349286,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.7169755066550266,1.1844503433417657,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.5501612256767148,-0.5588035910358926,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.1182853947303518,1.4291248998703,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
0.23760838064254872,-1.2840440714127783,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.4308382397645178,-0.5588035910358926,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-1.1942674503038144,1.1844503433417657,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.5501612256767148,1.6369937111432595,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.1182853947303518,0.19445944538785084,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.3135904362160113,-1.018875406730572,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-1.4329134221282083,-0.15101266348833575,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1.4308382397645178,-0.8934012751774777,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-1.3135904362160113,-0.1547768874349286,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.1182853947303518,1.2442596793820742,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
0.1182853947303518,0.11875671935081722,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
0.1182853947303518,-0.9787236846335818,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.4308382397645178,-0.9774689433180509,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.9535462961157303,1.6369937111432595,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
-0.8362984925672236,0.49057839585315366,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
-1.0749444643916175,-0.9912710977888913,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
-1.1942674503038144,-0.1547768874349286,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.1182853947303518,-0.1547768874349286,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.0010375911818451317,1.0999644280960155,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
-1.3135904362160113,-0.9787236846335818,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.23760838064254872,1.2442596793820742,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
-0.0010375911818451317,-0.57302399261191,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
-0.8362984925672236,0.6817173229190342,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.1182853947303518,0.7168500797539006,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
-1.1942674503038144,1.494371448277909,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.1182853947303518,-0.1547768874349286,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.1182853947303518,-1.7298954855314403,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-1.5522364080404052,-1.7298954855314403,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2.1467761552376996,-0.9143136304363267,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-1.3135904362160113,1.1844503433417657,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.9535462961157303,-0.9912710977888913,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-1.1942674503038144,-1.018875406730572,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1.6694842115889117,0.95525092970478,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.4308382397645178,-0.5588035910358926,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.1182853947303518,1.5282494637972444,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
-0.0010375911818451317,-1.7905413157821026,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.1182853947303518,-0.9724499780559271,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.47625435246694253,-0.1547768874349286,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.23760838064254872,1.0999644280960155,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
1.311515253852321,1.5182115332729968,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.1182853947303518,0.7168500797539006,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
-1.4329134221282083,-0.1547768874349286,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.23968356300623897,-0.1547768874349286,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.2660991411498963,-0.9143136304363267,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-1.3135904362160113,-0.2283883779460773,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.8362984925672236,1.494371448277909,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1.072869282027927,1.6369937111432595,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
-1.0749444643916175,0.6817173229190342,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1.5501612256767148,1.5182115332729968,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-1.1942674503038144,1.1844503433417657,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
-1.6715593939526021,-1.7298954855314403,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-1.3135904362160113,-0.9912710977888913,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
-1.1942674503038144,1.494371448277909,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1.311515253852321,-0.5588035910358926,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.072869282027927,-0.9912710977888913,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.4308382397645178,-0.1547768874349286,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.5955773383791395,-0.9724499780559271,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
-1.0749444643916175,1.494371448277909,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
-0.12036057709404205,-1.3952978013898554,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.23760838064254872,1.5282494637972444,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
0.1182853947303518,0.7168500797539006,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
-0.7169755066550266,0.6817173229190342,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.1182853947303518,-0.1547768874349286,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.4308382397645178,-0.5588035910358926,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.9556214784794205,-0.1547768874349286,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.1182853947303518,1.5282494637972444,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
0.3569313665547456,-0.1547768874349286,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
